85,0.6378701999999999,0.23838979999999996,0.26120645,0.8747735999999999,-0.07901965,-0.86457276,-0.24144810000000003,-0.3386473,0.5455474,-0.9036386999999999,-0.8596189000000001,0.51781225,0.009093599,-0.55462503,-0.39252600000000004,-0.32982868,0.10007683,-0.25430974,-1.2088447,0.43373528,1.1451247,-0.41498786
87,0.6845324,0.38723320000000006,0.31156242,0.64801854,-0.092042804,-0.7442954,-0.038020495,-0.074448965,0.26027274,-0.7088661,-0.75282615,0.44807914,0.11316976,-0.53114593,-0.37923375,-0.106269516,-0.05827147,-0.49780908,-0.94262224,0.6050687,0.79235035,-0.18340573
88,0.44735846,0.011074107,0.30163288,0.49815652,0.018124882,-0.5264879,-0.19345726,-0.80303204,0.48597923,-0.90534943,-0.95603985,0.16497906,0.6039626,-0.56045806,-0.41366294,-0.46161243,-0.35540912,-0.34025282,-1.4477508,0.48878887,0.8962206,-0.43739146
91,-0.9926096,1.2842561000000001,-0.053656275999999996,0.3271143,-0.19430977,-0.13521847,0.38747114,-0.44174963,-0.42950323,-1.2038996000000002,0.10115312,-0.3518058,0.13285598,0.27108398,-0.42601225,0.90295273,-0.8248584999999999,0.24258591,-0.76319563,-0.42671505,-0.5256821,-0.36410534
115,-0.33413026,0.6603375,-0.52588993,1.509695,1.2820143,-0.18752149,0.38290575,-0.81483513,-0.782998,0.011306006,-0.84622115,-0.36396125,0.34779840000000006,1.4653076,-0.45760515,-0.7854148,-0.5789637,0.7610189,-2.4786909,-0.067360505,0.44291553,-1.2987647
129,-0.6294693,2.1200337000000005,-0.84071326,0.33832794,0.15499212,-0.49415690000000007,-0.18433051,-0.81632847,-0.18214187,-0.8309966999999999,0.35366136,0.73640263,0.27167544,0.6292161000000001,-0.55920535,0.68086934,0.5574559,0.48097783,-0.4908871,-0.3416608,0.025076853,-0.6360547
181,0.06326596,1.5673587,-0.17954195,0.1035891,0.18313417,0.49722862,-0.40641314,-0.32028383,-0.46246909999999997,-1.6699235000000001,0.25664127,0.14140238,-0.15877831,0.2618618,0.10598185,0.09068062,-0.80325234,0.9834048000000001,0.105236135,0.5160891,0.5409946999999999,0.018387372
198,-0.12411623,0.3835412,0.12539144,-0.3363266,0.7362413000000001,0.29324546,0.73779315,-0.5268550999999999,-0.21643795,-0.9543282,-0.37645229999999996,-0.050046057000000005,-0.99184096,0.29198235,1.5496528999999999,-0.13788512,-0.88544303,0.33161923,-1.8091712,1.4911168,0.005371663299999999,-1.6816616000000002
288,1.1856889,1.3062147,1.5810681999999998,-0.5072072,0.44130349999999996,0.49401307,-0.050511892999999995,-1.0618436000000002,0.49766059999999995,-0.39702517,-0.40518403,0.014953413999999998,0.27191454,-0.14135091,-0.004129514,0.17028579,-0.9430466999999999,0.13793805,-0.8576507999999999,-0.12700766,-0.3457259,-0.11244494
393,-0.40308099999999997,0.8717619000000001,-0.73729867,0.3493692,1.1983441000000001,-0.15258984,0.93759274,-1.8281565,0.06005519,0.6768531999999999,-0.40243754,0.7450214,-1.4964781,-0.088172086,-0.57213956,-0.38913283,-0.9946537,1.4492068,-2.4106598,0.34150717,-0.24137989,-2.2680156000000005
