85,-0.00617,-0.00495,-0.00603,0.00215,-0.0012,0.01162,-0.01799,0.00205,-0.0003,0.01195,0.004229999999999999,0.00371,-0.01535,0.00611,0.00834,0.00773,-0.01014,0.00692,0.00411,0.0032600000000000003,0.01575,-0.00195
87,-0.00427,-0.00543,-0.00028,-0.00029,-0.00015,0.0037600000000000003,-0.008759999999999999,0.00122,-0.00037999999999999997,0.00506,-0.00144,0.00569,-0.006540000000000001,0.0018800000000000002,-0.0015400000000000001,0.0034799999999999996,-0.00371,-0.00015,0.0019100000000000002,0.0002,0.00914,-0.00466
88,-0.02246,-0.02912,-0.04434,0.030080000000000003,-0.0047,0.08645,-0.10372,-0.01425,0.00032,0.06188,0.030560000000000004,-0.00406,-0.06498,0.0559,0.09758,0.04805,-0.052489999999999995,0.04883,-0.00807,0.02814,0.09668,0.008790000000000001
91,0.8920399999999999,-0.0793,0.59722,-0.01693,0.38240999999999997,0.26803,-0.26378,0.1259,-0.27371999999999996,-0.24515,0.23503000000000002,-0.12095999999999998,0.13797,-0.15934,-0.12339000000000001,0.6171300000000001,0.24581999999999998,0.02767,-0.00743,-0.29199,0.10139,-0.66456
115,-0.012240000000000001,-0.00824,-0.00379,-0.00909,-0.00371,0.0035,-0.01581,0.010759999999999999,0.007670000000000001,0.00398,-0.00583,0.011640000000000001,-0.00057,0.00281,-0.00658,0.00782,-0.004070000000000001,-0.0084,0.012190000000000001,-0.006409999999999999,0.00678,-0.00969
129,-0.07998,-0.08139,0.09224,-0.02071,0.01819,-0.14388,-0.034960000000000005,0.06682,0.10307999999999999,-0.023180000000000003,-0.09456,-0.00028,0.20867,-0.010490000000000001,-0.03297,0.04672,-0.01034,-0.23501999999999998,-0.02481,-0.00061,-0.008759999999999999,0.02108
181,-0.09477999999999999,-0.22376,0.47885,-0.11742000000000001,-0.03947,-0.1602,-0.39951,0.24434,0.38306,-0.10418,-0.012459999999999999,0.02134,0.3969,0.09612000000000001,-0.17465999999999998,0.2594,0.11262,-0.034210000000000004,0.15821,0.04979,0.10499000000000001,0.14936
198,0.023280000000000002,-0.031810000000000005,-0.007,0.00245,-0.054020000000000006,0.10114,0.13821,-0.11662,0.07074,0.10967,0.00674,0.09675,0.00671,-0.02847,-0.03727,0.12909,-0.0853,-0.08914,0.029589999999999998,-0.0077599999999999995,0.05823,-0.06583
288,-0.08019,-0.013280000000000002,-0.28844000000000003,-0.12507000000000001,-0.19744,-0.08409,-0.28907,-0.10096000000000001,-0.00845,-0.13047999999999998,-0.04539,0.31528,0.01935,-0.05375,0.31735,0.23455,0.06704,-0.15975,0.42716000000000004,-0.21963000000000002,0.14815,-0.09562000000000001
393,0.015719999999999998,-0.0862,0.0689,0.12675,-0.05003,0.05849,-0.05051,0.1305,0.14865,0.17382,-0.03106,0.08776,0.07077,0.051039999999999995,0.012629999999999999,-0.05708,-0.02509,-0.01936,0.03689,-0.03392,-0.02337,-0.0516
487,0.00117,-0.0018899999999999998,0.0032600000000000003,0.00115,-0.0011099999999999999,-0.00286,-0.00124,0.00286,0.00322,0.0030800000000000003,-0.00122,0.00281,0.0021,-0.00044,-0.0016699999999999998,-0.0005099999999999999,-0.00231,-0.0031100000000000004,0.00223,-0.00214,0.00058,-0.00214
568,-0.09067,-0.00183,-0.04705,0.08315,-0.07773,0.10173,0.1619,-0.09034,0.059160000000000004,0.0059299999999999995,-0.06792000000000001,0.0308,0.0844,-0.02725,-0.07478,0.21233000000000002,-0.07065,-0.11707000000000001,0.09744,0.12591,0.04824,-0.09155
661,-0.03603,-0.02363,-0.03702,-0.01248,-0.0258,0.03391,-0.09441000000000001,0.035789999999999995,-0.005229999999999999,0.04868,-0.02084,0.06437000000000001,-0.06617999999999999,0.01796,-0.02331,0.050460000000000005,-0.02791,0.00454,0.06934,-0.023,0.053489999999999996,-0.02128
664,0.50085,-0.02429,0.32588,-0.01798,0.2186,0.19574,-0.06324,0.09005,-0.10965,-0.13835,0.1545,-0.0427,0.09183,-0.03205,-0.043989999999999994,0.40029000000000003,0.09063,0.08075,-0.0005200000000000001,-0.17733,0.01402,-0.37196999999999997
665,-0.01599,-0.00425,0.00022,-0.01174,0.01139,0.00867,-0.01237,0.036989999999999995,-0.0005099999999999999,0.029410000000000002,0.02002,0.016980000000000002,-0.01898,0.02998,-0.01385,0.015019999999999999,-0.015790000000000002,0.01008,0.0148,0.012209999999999999,0.020319999999999998,-0.00678
